Name,Location,Price (INR in Lakhs),Price_per_sqft,Area_sqft,Description,Property_URL,bedrooms,bathrooms,balconies,current_floor,total_floors,furnishing_status,Mapped_Area,facing,property_age_bucket,is_ready_to_move,is_built_up_area,is_carpet_area,is_super_built_up_area,property_type,luxury_score,location_advantage_score
"Residential propertyin Mansa, Gandhinagar","Mansa, Gandhinagar",520.0,955.0,54455.076,"Located in mansa, gandhinagar, this 54,450 sqft residential property offers immediate availability. A 1-5 year old building with a versatile layout, it overlooks key healthcare centers like yashasvi eye hospital and shivam surgical hospital, ensuring convenience. This unfurnished, multi-Floor property suits buyers seeking spacious, well-Positioned real estate in gandhinagar.",https://www.99acres.com/other-residential-property-for-sale-in-mansa-gandhinagar-54450-sqft-spid-K91248438,0.0,0.0,0.0,,,unfurnished,Mansa,,1-5 years,1,False,False,False,plot,0.0,2.0
"Residential land / Plotin Koba, Gandhinagar","Koba, Gandhinagar",325.0,8009.0,4058.028,"Located in koba, gandhinagar, this 4058 sqft residential land plot is available for immediate sale. Featuring a corner position, the plot offers excellent access and visibility. Situated near health focus physiotherapy clinic, infocity, and pandit deendayal petroleum university, it combines convenience with potential, ideal for your next residential project.",https://www.99acres.com/residential-land-plot-for-sale-in-koba-gandhinagar-451-sqyd-spid-W91171194,,,,,,,Koba,,Unknown,1,False,False,False,plot,2.0,4.0
"Residential land / Plotin Sargasan, Gandhinagar","Sargasan, Gandhinagar",176.0,11111.0,1584.0,"176 sq.Yard net plot for sell in devbhumi society,sargasan ,posh area of gandhinagar price 100000 per sq.Yard",https://www.99acres.com/residential-land-plot-for-sale-in-sargasan-gandhinagar-176-sqyd-spid-E91165220,,,,,,,Sargasan,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sargasan, Gandhinagar","Sargasan, Gandhinagar",2.1,135.0,1557.0,Good location hospital school college mall prime sargasun ghandinagar,https://www.99acres.com/residential-land-plot-for-sale-in-sargasan-gandhinagar-173-sqyd-spid-I90819348,,,,,,,Sargasan,,Unknown,1,False,False,False,plot,0.0,4.0
"Residential land / Plotin Chiloda, Gandhinagar","Chiloda, Gandhinagar",65.0,3611.0,1800.0,"Located in chiloda, gandhinagar, this 1800 sq.Ft. Residential plot offers immediate availability for sale. Ideal for building your dream home, the land is unfurnished and positioned near key hospitals such as mahi surgical and krishna hospital, making it a practical choice for convenience and accessibility. Premium residential plot for sale gandhinagar (Alampur, near chiloda) A rare opportunity...",https://www.99acres.com/residential-land-plot-for-sale-in-chiloda-gandhinagar-200-sqyd-spid-D90741308,,,,,,unfurnished,Chiloda,,New,1,False,False,False,plot,0.0,2.0
"Residential land / Plotin Gift City, Gandhinagar","Gift City, Gandhinagar",3200.0,5877.0,54450.0,Prime location highway touch land in gift zone available for sale. For more details call,https://www.99acres.com/residential-land-plot-for-sale-in-gift-city-gandhinagar-3872-sq-yard-r11-spid-M72947789,,,,,,,Gift City,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Dahegam, Gandhinagar","Dahegam, Gandhinagar",260.0,6.0,4312440.0,"I have a land available for sale in near dehgam, gandhinagar. Available at price of rs 2.6 crores. It has plot area of 99 acres. It is a freehold property",https://www.99acres.com/residential-land-plot-for-sale-in-dhegam-gandhinagar-479164-sqyd-spid-B90564078,,,,,,,Dahegam,,Unknown,1,False,False,False,plot,0.0,0.0
"4 Bedroom Farm housein Dahegam, Gandhinagar","Dahegam, Gandhinagar",2405.0,955.0,251831.0,"This 4 bhk farmhouse in dahegam, gandhinagar offers immediate availability. Situated on phone_number.25 sq.Ft., the 1-5 year old property features 4 bedrooms and 1 bathroom, fully furnished. Close to khodiyar temple, bank of baroda atm, and multiple hospitals, it combines convenience with comfortable living.",https://www.99acres.com/4-bhk-bedroom-farm-house-for-sale-in-dhegam-gandhinagar-251831-sqft-spid-N90563636,4.0,1.0,2.0,,,furnished,Dahegam,,1-5 years,1,False,False,False,farmhouse,0.0,2.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",221.0,4889.0,4527.0,,https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-503-sqyd-r1-spid-F88888652,,,,,,,Palodia,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Pethapur, Gandhinagar","Pethapur, Gandhinagar",72.0,41860.0,172.0,"We are proud owners of land available for sale in pethapur, gandhinagar. Available at price of rs 80 lacs. It has plot area of 172 sq ft. It is a freehold property",https://www.99acres.com/residential-land-plot-for-sale-in-pethapur-gandhinagar-19-sqyd-r2-spid-E79758247,,,,,,,Pethapur,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Grambharti, Gandhinagar","Grambharti, Gandhinagar",100.0,1040.0,9612.0,"Located in anant greenz, grambharti, gandhinagar, this residential plot offers 9,612 sq.Ft. Of land available for immediate sale. Ideal for development, the plot provides a spacious layout within a prime location. Being unfurnished land on the ground level, it presents a blank canvas for your residential project.",https://www.99acres.com/residential-land-plot-for-sale-in-anant-greenz-grambharti-gandhinagar-1068-sqyd-spid-H90370298,,,,0.0,,unfurnished,Mansa,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",163.0,7222.0,2250.0,"To build a splendid residence, this plot in gruh garden, palodia, ahmedabad west is the best fit for you. This 250 sq.Yards super built up area plot is your opportunity to build a exceptional residence. This property allows you to construct upto 2 floors. The property is guarded and secluded by boundary wall around it. Expected possession of property immediately. The property is owned under fre...",https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-250-sqyd-spid-T90341386,,,,,2.0,,Palodia,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sanoda, Gandhinagar","Sanoda, Gandhinagar",80.0,1469.0,5444.0,"Located in sanoda, gandhinagar, this 5445 sq.Ft. Residential plot offers a prime opportunity for building your dream home. Available within three months from july 2026, the land is undeveloped and ready for construction. Situated in a growing neighborhood, it provides a peaceful setting with easy access to gandhinagars amenities.",https://www.99acres.com/residential-land-plot-for-sale-in-sanoda-gandhinagar-605-sqyd-spid-I90309592,,,,,,,Dahegam,,New,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Kalol, Gandhinagar","Kalol, Gandhinagar",232.0,3333.0,6966.0,,https://www.99acres.com/residential-land-plot-for-sale-in-kalol-gandhinagar-774-sqyd-spid-F90138116,,,,,,,Kalol,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin urjanagar 2,plot number 18, Gandhinagar","urjanagar 2,plot number 18, Gandhinagar",325.0,8808.0,3690.0,"Situated in urjanagar 2, gandhinagar, this 3690 sq.Ft. West-Facing corner residential plot is available for immediate sale. Located near a hospital, market, and metro station, it offers excellent accessibility. Ideal for building a home, this land on plot number 18 presents a prime opportunity in a well-Connected neighborhood.",https://www.99acres.com/residential-land-plot-for-sale-in-gandhinagar-410-sqyd-spid-L90135254,,,,,,,Randesan,West,New,1,False,False,False,plot,2.0,5.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",194.0,3889.0,4995.0,Avaialbe 555 sq yard plot for sale in sopan icon located at palodia. For more details and site visit please contact us.,https://www.99acres.com/residential-land-plot-for-sale-in-avirat-sopan-icon-palodia-ahmedabad-west-555-sqyd-r2-spid-D86936706,,,,,,,Palodia,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Mahudi, Gandhinagar","Mahudi, Gandhinagar",16.0,889.0,1800.0,"This 1800 sq.Ft. Residential plot in swo kashmir valley, mahudi, gandhinagar offers a prime opportunity for those seeking land near the mahudi tirth jain temple and mahudi jain temple. Available for sale within three months, the land is ideal for building your home in a well-Connected area. The plot is unfurnished and ready for development.",https://www.99acres.com/residential-land-plot-for-sale-in-swo-kashmir-valley-mahudi-gandhinagar-200-sqyd-spid-J90036924,,,,,,unfurnished,Mansa,,New,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",249.00000000000003,5000.0,4977.0,"Check out this plot in palodia, gandhinagar, an ideal destination to build your dream residence. This 553 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Ownership of this property provides you entitlement to construct upto 2 floors. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The propert...",https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-553-sqyd-r6-spid-N72061694,,,,,2.0,,Palodia,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Aluva, Gandhinagar","Aluva, Gandhinagar",15.0,877.0,1710.0,Residential land available for sell.Located in aluva.Available at an price of rs 1500000.,https://www.99acres.com/residential-land-plot-for-sale-in-aluva-gandhinagar-190-sqyd-r1-spid-A75985655,,,,,,,Kalol,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Gift City, Gandhinagar","Gift City, Gandhinagar",185.0,7967.0,2322.0,Plot for sale in gift city is available in gandhinagar. This locality resonates with your modern lifestyle. It's a 2322 sq.Ft. Super built up area property. No delay in acquiring possession. It's a ready to move property. The property is owned under freehold contract. The plot is available at a price of 1.85 crore.,https://www.99acres.com/residential-land-plot-for-sale-in-gift-city-gandhinagar-258-sqyd-spid-F89794234,,,,,,,Gift City,,New,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Vavol, Gandhinagar","Vavol, Gandhinagar",534.0,5662.0,9432.0,"Plot for sale in vavol is available in gandhinagar. This locality resonates with your modern lifestyle. It's a 1048 sq.Yards super built up area property. Construction on this property can be easily done upto 6 floors. Immediately, possession of property can be transferred. The owner of the property has freehold entitlement over the land. The asking price is only 5.34 crore. The plot location i...",https://www.99acres.com/residential-land-plot-for-sale-in-vavol-gandhinagar-1048-sqyd-spid-M89778916,,,,,6.0,,Vavol,,New,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Vavol, Gandhinagar","Vavol, Gandhinagar",171.0,8676.0,1971.0,"Plot for sale in vavol is available in gandhinagar. This locality resonates with your modern lifestyle. It's a 219 sq.Yards super built up area property. Ownership of this property provides you entitlement to construct upto 4 floors. To build the residence, possession is expected immediately. Currently the nature of ownership of the property is freehold. The expected price for the property is j...",https://www.99acres.com/residential-land-plot-for-sale-in-vavol-gandhinagar-219-sqyd-spid-C89759972,,,,,4.0,,Vavol,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Vavol, Gandhinagar","Vavol, Gandhinagar",55.0,5556.0,990.0,"Planning to purchase a plot in gandhinagar? This plot in vavol is situated in one of the excellent locations of the city. The plot is around super built up area of 110 sq.Yards in size. Here, a solid foundation can easily withhold construction of 3 floors. The possession of the property can be received immediately. The property belongs to owner through freehold ownership. This residential plot ...",https://www.99acres.com/residential-land-plot-for-sale-in-vavol-gandhinagar-110-sqyd-spid-V89713804,0.0,1.0,0.0,,3.0,,Vavol,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Vavol, Gandhinagar","Vavol, Gandhinagar",55.0,5556.0,990.0,"Check out this plot in vavol, gandhinagar, an ideal destination to build your dream residence. It's a 110 sq.Yards super built up area property. Up to 3 floors can be easily built on this land. Possession of land can be secured immediately. The property is owned under freehold contract. The plot is available at a price of 55 lac. This property is close to school, close to market and close to ho...",https://www.99acres.com/residential-land-plot-for-sale-in-vavol-gandhinagar-110-sqyd-spid-Q89713534,,,,,3.0,,Vavol,,New,1,False,False,False,plot,0.0,3.0
"Residential land / Plotin Kalol, Gandhinagar","Kalol, Gandhinagar",1600.0,3386.0,47250.0,"This residential land/plot spans 35,766 sq.Ft. And is available for immediate sale in shilpgram 3, kalol, gandhinagar. Unfurnished and ready for development, it offers proximity to multiple hospitals and the shree satay narayan mandir, making it a strategic choice for residential purposes in a growing area.",https://www.99acres.com/residential-land-plot-for-sale-in-kalol-gandhinagar-5250-sqyd-spid-X89659094,,,,,,unfurnished,Kalol,,Unknown,1,False,False,False,plot,0.0,2.0
"Residential land / Plotin Vavol, Gandhinagar","Vavol, Gandhinagar",116.0,7811.0,1485.0,"Spacious, ready to build plot in vavol, gandhinagar. It spans over spectacular 165 sq.Yards super built up area. Construction on this property can be easily done upto 4 floors. Immediately, possession of property can be transferred. The property is owned under freehold contract. The plot is available at a price of 1.16 crore.",https://www.99acres.com/residential-land-plot-for-sale-in-vavol-gandhinagar-165-sqyd-spid-G89653528,,,,,4.0,,Vavol,,New,0,False,False,False,plot,0.0,0.0
"2 Bedroom Farm housein Mahudi, Gandhinagar","Mahudi, Gandhinagar",50.0,1388.0,3595.176,"We are proud owners of farmhouse available for sale in mahudi, gandhinagar. Available at price of rs 50 lacs. It has super area of 3600 sqft. It has 2 bhk, 2 bathroom, 2 balcony.It is a freehold property",https://www.99acres.com/2-bhk-bedroom-farm-house-for-sale-in-veer-residency-mahudi-gandhinagar-3600-sqft-spid-Y89625576,2.0,2.0,2.0,,,,Mansa,,New,1,False,False,False,farmhouse,0.0,0.0
"Residential land / Plotin Randheja, Gandhinagar","Randheja, Gandhinagar",265.0,973.0,27225.0,"Spanning 27,225 sq.Ft., this residential land in randheja, gandhinagar is available for immediate sale. Positioned near sheth n.N saravajanik hospital and randheja railway station, it offers excellent connectivity. As a vacant plot, it provides a blank canvas for your vision in a well-Connected area.",https://www.99acres.com/residential-land-plot-for-sale-in-randheja-gandhinagar-3025-sqyd-spid-Y89561666,,,,,,,Randheja,,Unknown,1,False,False,False,plot,0.0,3.0
"Residential land / Plotin Randheja, Gandhinagar","Randheja, Gandhinagar",85.0,4400.0,1818.0,"Located in randheja, gandhinagar, this immediate-Availability residential land spans 1818 sq.Ft. East-Facing and close to sheth n.N saravajanik hospital, randheja railway station, schools, and a market, this plot offers a prime spot for your next home. Offered at rs80 lac, its ideal for those seeking convenience and accessibility.",https://www.99acres.com/residential-land-plot-for-sale-in-randheja-gandhinagar-202-sqyd-spid-M89551212,,,,,,,Randheja,East,New,1,False,False,False,plot,0.0,5.0
"Residential land / Plotin Chiloda, Gandhinagar","Chiloda, Gandhinagar",80.0,4778.0,1674.0,,https://www.99acres.com/residential-land-plot-for-sale-in-chiloda-gandhinagar-186-sqyd-r1-spid-A80129305,,,,,,,Chiloda,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Vavol, Gandhinagar","Vavol, Gandhinagar",60.0,,0.06,"We have a land available for sale in mahudi, gandhinagar. Available at price of rs 60 lacs. It has plot area of 0.05785124 sq ft. It is a power of attorney property",https://www.99acres.com/residential-land-plot-for-sale-in-kirtidham-society-vavol-gandhinagar-0-sqyd-spid-Q89204781,,,,,,,Vavol,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Grambharti, Gandhinagar","Grambharti, Gandhinagar",119.0,912.0,13050.0,"Plot for sale in grambharti is available in gandhinagar. This locality resonates with your modern lifestyle. It spreads over 1450 sq.Yards super built up area. Here, a solid foundation can easily withhold construction of 3 floors. To secure the perimeter, a boundary wall is present around the property. The possession of the property can be received immediately. The property belongs to owner thr...",https://www.99acres.com/residential-land-plot-for-sale-in-grambharti-gandhinagar-1450-sq-yard-r2-spid-W80500625,0.0,1.0,0.0,,3.0,,Mansa,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sargasan, Gandhinagar","Sargasan, Gandhinagar",234.0,13889.0,1683.0,"Located in sargasan, gandhinagar, this 1683 sq.Ft. Residential plot is available for immediate sale. Positioned near several religious sites like shree mahakali mataji temple and swaminarayan temple, it offers a serene environment. Ideal for residential use, this land presents a unique opportunity in a peaceful neighborhood.",https://www.99acres.com/residential-land-plot-for-sale-in-sargasan-gandhinagar-187-sqyd-spid-I89181377,,,,,,,Sargasan,,Unknown,1,False,False,False,plot,0.0,1.0
"Residential land / Plotin Dahegam, Gandhinagar","Dahegam, Gandhinagar",145.0,383.0,37842.75,"Residential land measuring 37,842.75 sq.Ft. Is available for immediate sale in dahegam, gandhinagar. This prime plot offers proximity to key amenities like khodiyar temple, multiple hospitals including sidhivinayak hospital, and bank of baroda atm. Ideal for development, the property stands ready to meet your investment or construction needs.",https://www.99acres.com/residential-land-plot-for-sale-in-dhegam-gandhinagar-4205-sqyd-spid-A89138189,,,,,,,Dahegam,,Unknown,1,False,False,False,plot,0.0,2.0
"Residential land / Plotin Amarapur, Gandhinagar","Amarapur, Gandhinagar",27.5,1222.0,2250.0,Nr taj resorts ..Grambharti..Amrapur road ..Swapan shrushti water park road gandhinagar,https://www.99acres.com/residential-land-plot-for-sale-in-amarapur-gandhinagar-250-sqyd-spid-M89101057,,,,,,,Mansa,,Unknown,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Lavarpur, Gandhinagar","Lavarpur, Gandhinagar",180.0,7752.0,2322.0,"This residential land/plot of 2322 sq.Ft. Is available for immediate sale opposite jio petrol pump in lavarpur, gandhinagar. Positioned on a well-Connected floor area, the plot offers a prime location advantage near ioc facilities, making it ideal for residential development. Selling price is rs 1.8 crore.",https://www.99acres.com/residential-land-plot-for-sale-in-lavarpur-gandhinagar-258-sqyd-spid-J89089479,,,,,,,Gandhinagar Taluka,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sector 1 Gandhinagar, SG Highway","Sector 1 Gandhinagar, SG Highway",650.0,18299.0,3552.09,Residential land available for sell.Located in sector 1 gandhinagar.Available at an price of rs 65000000.,https://www.99acres.com/residential-land-plot-for-sale-in-sector-1-gandhinagar-394-sqyd-r2-spid-G75973993,,,,,,,Sector 1,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Chiloda, Gandhinagar","Chiloda, Gandhinagar",47.0,3760.0,1250.0,"Available for immediate sale, this 1250 sq.Ft. Residential plot in chiloda, gandhinagar offers a prime location close to mahi surgical hospital and krishana hospital. The land is ready for development in a well-Established area, making it ideal for your next home project. No furnishing applies to this plot.",https://www.99acres.com/residential-land-plot-for-sale-in-chiloda-gandhinagar-139-sqyd-spid-Z88829562,,,,,,unfurnished,Chiloda,,New,1,False,False,False,plot,0.0,1.0
"Residential land / Plotin Palaj, Gandhinagar","Palaj, Gandhinagar",79.75,6111.0,1305.0,"Located in palaj, gandhinagar, this 1305 sq.Ft. Residential plot is available for immediate sale. Ideal for building your dream home, the land offers proximity to the swaminarayan akshardham temple, adding cultural value. The plot is unfurnished as expected, situated in a peaceful locale within gandhinagar, perfect for residential development.",https://www.99acres.com/residential-land-plot-for-sale-in-palaj-gandhinagar-145-sqyd-spid-R88758172,,,,,,unfurnished,Gandhinagar Taluka,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Pethapur, Gandhinagar","Pethapur, Gandhinagar",59.0,1987.0,2970.0,Pethapur is an ideal location for buying residential plots in gandhinagar. This plot in pethapur is a great buy for you. It spans over spectacular 330 sq.Yards super built up area. Up to 3 floors can be easily built on this land. The property is enclosed by boundary wall. Possession of land can be secured immediately. The type of ownership is freehold. The price of this massive plot is just 59 ...,https://www.99acres.com/residential-land-plot-for-sale-in-pethapur-gandhinagar-330-sqyd-spid-D88717388,,,,,3.0,,Pethapur,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Santej, Gandhinagar","Santej, Gandhinagar",500.0,3472.0,14400.0,"Located in santej, gandhinagar, this 14,400 sq.Ft. Residential plot is available for immediate sale. Ideal for building your dream home, the land offers ample space in a growing area of gandhinagar. The property is ready for development and provides a prime opportunity within a sought-After location.",https://www.99acres.com/residential-land-plot-for-sale-in-santej-ahmedabad-north-1600-sqyd-spid-D88498444,,,,,,,Kalol,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Randheja, Gandhinagar","Randheja, Gandhinagar",500.0,926.0,54000.0,"Check out this plot in randheja, gandhinagar, an ideal destination to build your dream residence. It spans over spectacular 6000 sq.Yards super built up area. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The property belongs to owner through freehold ownership. This residential plot is all yours for 5 crore. Open for negotiation...",https://www.99acres.com/residential-land-plot-for-sale-in-randheja-gandhinagar-6000-sqyd-spid-M88484122,,,,,,,Randheja,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Valad, Gandhinagar","Valad, Gandhinagar",1300.0,1194.0,108900.0,Bhav ma thai ochu thse ane sari location ma che rasta vachche 1 j khetar che,https://www.99acres.com/residential-land-plot-for-sale-in-valad-gandhinagar-7744-sqyd-spid-F88454106,,,,,,,Valad,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Magodi, Gandhinagar","Magodi, Gandhinagar",300.0,551.0,54450.0,"Spanning 34,848 sq.Ft., this corner residential plot in magodi, gandhinagar offers immediate availability for development. The land is unfurnished and ready for your vision, situated in a growing neighborhood. With a prime location and clear layout, it presents a unique opportunity for residential construction.",https://www.99acres.com/residential-land-plot-for-sale-in-gandhinagar-3872-sqyd-spid-B88302832,,,,,,unfurnished,Gandhinagar Taluka,,New,1,False,False,False,plot,2.0,0.0
"Residential land / Plotin Lodra, Gandhinagar","Lodra, Gandhinagar",655.0,552.0,118701.0,,https://www.99acres.com/residential-land-plot-for-sale-in-lodra-gandhinagar-8441-sqyd-spid-O88265992,,,,,,,Mansa,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Kolavada, Gandhinagar","Kolavada, Gandhinagar",900.0,1653.0,54450.0,I went to sell my 2 bigha land nr gandhinagar on urgent basics,https://www.99acres.com/residential-land-plot-for-sale-in-kolavada-gandhinagar-3872-sqyd-spid-R88260608,,,,,,,Kolavada,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Koba, Gandhinagar","Koba, Gandhinagar",380.0,8328.0,4563.0,"Situated in rajdhani co. Op. Housing society, koba, gandhinagar, this 4563 sq.Ft. Residential plot is available for immediate sale. Ideal for building your dream home, it offers proximity to motera stadium, gift city. Koba metro station. And location plans to offer a blend of world class hotels, upscale malls and state of art infrastructure ensuring convenience and accessibility in a growing ne...",https://www.99acres.com/residential-land-plot-for-sale-in-koba-gandhinagar-507-sqyd-spid-V88039250,,,,,,,Koba,,Unknown,1,False,False,False,plot,0.0,5.0
"Residential land / Plotin Koba, Gandhinagar","Koba, Gandhinagar",281.0,11521.0,2439.0,"Koba is an ideal location for buying residential plots in gandhinagar. This plot in koba is a great buy for you. It spreads over 271 sq.Yards super built up area. Ownership of this property provides you entitlement to construct upto 3 floors. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The property belongs to owner through free...",https://www.99acres.com/residential-land-plot-for-sale-in-shree-gayatri-satyamev-chhavani-2-koba-gandhinagar-271-sqyd-spid-L87632568,,,,,3.0,,Koba,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Kudasan, Gandhinagar","Kudasan, Gandhinagar",280.0,9428.0,2970.0,"Its at good location 330 yards plot , gated society Ready to build",https://www.99acres.com/residential-land-plot-for-sale-in-kudasan-gandhinagar-330-sqyd-spid-X87548152,,,,,,,Kudasan,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Lavarpur, Gandhinagar","Lavarpur, Gandhinagar",120.0,54545.0,220.0,"Plot for sale 220 vaar (Near gift city) A prime 220 vaar residential plot is available for sale in a good location near gift city. This plot is ideal for those who want to build their own house or for long-Term investment. Plot size: 220 vaar Price: 50,000 per vaar Total price: 1,10,00,000 (1.10 crore inr) Clear title, peaceful surroundings, and excellent future growth potential due to proximit...",https://www.99acres.com/residential-land-plot-for-sale-in-lavarpur-gandhinagar-24-sqyd-spid-A87534764,,,,,,,Gandhinagar Taluka,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Rakanpur, Gandhinagar","Rakanpur, Gandhinagar",1500.0,6483.0,23139.0,"Two road attached 18mt road, gam tal extension, opposite future garden plot.",https://www.99acres.com/residential-land-plot-for-sale-in-rakanpur-ahmedabad-north-2571-sqyd-spid-M87346716,,,,,,,Kalol,,Unknown,1,False,False,False,plot,0.0,1.0
"Residential land / Plotin Vayana, Kalol, Gandhinagar","Vayana, Kalol, Gandhinagar",500.0,,26.58,Best for investment purpose. Best for construction site. Best for ploting.,https://www.99acres.com/residential-land-plot-for-sale-in-vayana-gandhinagar-3-sqyd-spid-A87270698,,,,,,,Kalol,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Mahudi, Gandhinagar","Mahudi, Gandhinagar",14.02,833.0,1683.0,"Location Plot nos. 94, 95 & 157 Located at kashmir valley, aluva, mahudi gandhinagar highway --- Plot 1 premium residential - Phase: 1 - Plot no: 94 - Area: 263 sq. Yard - Total price: 19,72,500 Highlights: - East-Facing, overlooking park & main road - Premium residential plot in a prime location - Near mahudi temple & aloha hills resort - Well-Maintained society - Ideal for investment or build...",https://www.99acres.com/residential-land-plot-for-sale-in-swo-kashmir-valley-mahudi-gandhinagar-187-sqyd-spid-P87062362,,,,,,,Mansa,East,New,1,False,False,False,plot,5.0,0.0
"Residential land / Plotin Alampur, Gandhinagar","Alampur, Gandhinagar",40.0,1778.0,2250.0,"Located in alampur, gandhinagar, this 2250 sq.Ft. Residential plot is available for immediate sale. With no existing structure, it offers a blank canvas to build your ideal home. The site benefits from proximity to hospitals, markets, and schools, making it a practical choice for families planning their future residence.",https://www.99acres.com/residential-land-plot-for-sale-in-alampur-gandhinagar-250-sqyd-spid-U87103140,,,,,,,Alampur,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Mansa, Gandhinagar","Mansa, Gandhinagar",950.0,793.0,119791.1,Joint family land property main road far around 400 miter good for housing society development gandhinagar municipal corporation area tp near the land,https://www.99acres.com/residential-land-plot-for-sale-in-mansa-gandhinagar-13310-sqyd-spid-V87034684,,,,,,,Mansa,,Unknown,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Lodra, Gandhinagar","Lodra, Gandhinagar",280.0,308.0,90931.5,"Spanning 90,931.5 sq.Ft., this residential plot in lodra, gandhinagar offers immediate availability for your development plans. Positioned near shri s.G ayurved hospital, tejas clinic, and lodra railway station, it combines accessibility with convenience. As an unfurnished land parcel, it presents a versatile opportunity in a well-Connected area.",https://www.99acres.com/residential-land-plot-for-sale-in-lodra-gandhinagar-10103-sqyd-spid-D87002546,,,,,,unfurnished,Mansa,,Unknown,1,False,False,False,plot,0.0,3.0
"Residential propertyin Lodra, Gandhinagar","Lodra, Gandhinagar",250.0,319.0,78408.72,"Located in lodra, gandhinagar, this brand-New property offers 78,408.72 sq.Ft. Of space, ready for immediate sale. Featuring a unique layout with no bedrooms or bathrooms, its suited for versatile residential use. Positioned near shri s.G ayurved hospital, tejas clinic, and lodra railway station, convenience is at your doorstep.",https://www.99acres.com/other-residential-property-for-sale-in-lodra-gandhinagar-78409-sqft-spid-E87002482,,,,,,,Mansa,,New,1,False,False,False,plot,2.0,10.0
"Residential land / Plotin Dahegam, Gandhinagar","Dahegam, Gandhinagar",70.0,257.0,27225.0,,https://www.99acres.com/residential-land-plot-for-sale-in-dhegam-gandhinagar-1936-sqyd-spid-T86473156,,,,,,,Dahegam,,Unknown,0,False,False,False,plot,,
"Residential land / Plotin Urjanagar 1, Randesan, Gandhinagar","Urjanagar 1, Randesan, Gandhinagar",220.00000000000003,12222.0,1800.0,It located near ahmedabad-Gandhinagar highways and easy access location. Plot location is good. Located near city pulse theatre. Currently 90% construction done on plots and 10% open plots are left in the society. Common plot of the society also spacious which accommodates 200 to 250 people for any social events. Public transport also accessible from the society. Metro station also not so far f...,https://www.99acres.com/residential-land-plot-for-sale-in-urjanagar-1-gandhinagar-200-sqyd-spid-U86458590,,,,,,,Randesan,,Unknown,1,False,False,False,plot,0.0,5.0
