Name,Location,Price (INR in Lakhs),Price_per_sqft,Area_sqft,Description,Property_URL,bedrooms,bathrooms,balconies,current_floor,total_floors,furnishing_status,Mapped_Area,facing,property_age_bucket,is_ready_to_move,is_built_up_area,is_carpet_area,is_super_built_up_area,property_type,luxury_score,location_advantage_score,log_price,Bedrooms,pps
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",151.0,9993.0,1511.0,Good property for future investment and good returns on investment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1511-sqft-r1-spid-S84640034,2.0,2.0,1.0,,,,Gift City,,Unknown,0,False,False,True,apartment,0.0,0.0,5.0238805208462765,2.0,9993.0
"2 BHK Flatin Pethapur, Gandhinagar","Pethapur, Gandhinagar",32.5,2994.0,1085.0,Hello it's a 2 bhk apartment if any one interested plss visit f/201 river flora near sanjari park pethapur,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pethapur-gandhinagar-1085-sqft-spid-W90268738,2.0,2.0,1.0,,,,Pethapur,,Unknown,1,False,True,False,apartment,0.0,0.0,3.5115454388310208,2.0,2995.0
"3 BHK Flatin Vavol, Gandhinagar","Vavol, Gandhinagar",60.0,3441.0,1743.7518,"Located in siddharth heights 1, vavol, gandhinagar, this 3 bhk flat on the 7th floor of an 8-Floor mid-Rise building offers 162 sq.Ft. Of semi-Furnished living space. With 3 bedrooms and 3 bathrooms, its a 1-5 year old residential property available immediately. Enjoy close proximity to markets, metro, schools, and railways, within a gated society featuring visitor parking and on-Call maintenance.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-siddharth-heights-1-vavol-gandhinagar-162-sqft-spid-V90248834,3.0,3.0,2.0,7.0,8.0,semi-furnished,Vavol,,1-5 years,1,False,True,False,apartment,2.0,5.0,4.110873864173311,3.0,3441.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",95.0,6209.0,1530.0,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-samved-dreams-sargasan-gandhinagar-1530-sq-ft-spid-R90246814,2.0,2.0,1.0,,,,Sargasan,,Unknown,1,False,False,True,apartment,,,4.564348191467836,2.0,6209.0
"1 BHK Flatin Vavol, Gandhinagar","Vavol, Gandhinagar",35.5,4551.0,780.0,"Located in vavol, gandhinagar, this 1 bhk flat offers 480 sq.Ft. Of semi-Furnished living space on the 3rd floor of a mid-Rise, 1-5 year old building. Featuring 1 bedroom and 2 bathrooms, it's available for immediate sale. Close to multiple hospitals including supreme smile dental clinic and gayatri hospital, it suits buyers seeking convenience and care nearby.",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jayde-arjun-226-vavol-gandhinagar-780-sqft-spid-B90231324,1.0,2.0,3.0,3.0,5.0,semi-furnished,Vavol,,1-5 years,1,False,True,False,apartment,0.0,1.0,3.597312260588446,1.0,4551.0
"3 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",300.0,13605.0,2205.0,"We are the proud owners of this 3 bhk apartment available in saral skyline, raysan, gandhinagar. This it is a and the unit is located on 9th floor and has a super built-Up area of 245 sq.Ft. . It has 3 bathroom(s) and 2 balcony(s).",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-saral-skyline-raysan-gandhinagar-2205-sqft-spid-L90208386,3.0,3.0,2.0,9.0,,,Raysan,,New,1,False,False,True,apartment,0.0,0.0,5.707110264748875,3.0,13605.0
"2 BHK Flatin Vavol, Gandhinagar","Vavol, Gandhinagar",51.0,3655.0,1395.0,Residential apartment for sell.The property has 2 bedrooms with 2 bathrooms .It is a furnished property.Located in vavol.Available at an expected price of rs 5100000.Located on 2nd floor out of the 3 the property comes with a good construction quality which ages 5-10 years old property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dharmaja-shivesh-182-vavol-gandhinagar-1395-sq-ft-r3-spid-N76450567,2.0,2.0,1.0,2.0,3.0,furnished,Vavol,,5-10 years,1,False,True,False,apartment,0.0,0.0,3.9512437185814275,2.0,3656.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",99.0,9066.0,1091.0,"Situated on the 9th floor of a high-Rise at royal revanta 3, kudasan, this newly constructed 3 bhk apartment offers 1092 sq.Ft. Of unfurnished living space. With 3 bathrooms, gated society security, and parking available, its ideal for immediate occupation. Located near prominent temples and a multispeciality clinic in gandhinagar.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1092-sqft-spid-J90081218,3.0,3.0,1.0,9.0,,unfurnished,Kudasan,,New,1,False,True,False,apartment,0.0,0.0,4.605170185988092,3.0,9074.0
"1 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",90.0,22222.0,405.0,"Presenting a premium 1 bhk apartment located in the heart of gift city, offering an excellent opportunity for both end-Use and investment. Situated on the 20th floor, this home provides open views, ample natural light, and a peaceful living experience. With a super built-Up area of 736.83 sq. Ft., the apartment is thoughtfully designed to maximize space and comfort. Ideal for professionals work...",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sobha-avalon-gift-city-gandhinagar-405-sqft-r1-spid-F84164900,1.0,1.0,1.0,20.0,31.0,unfurnished,Gift City,,New,0,False,True,False,apartment,0.0,0.0,4.51085950651685,1.0,22222.0
"5 BHK Flatin Koba, Gandhinagar","Koba, Gandhinagar",300.0,4523.0,6633.0,,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-as-asteria-koba-gandhinagar-6633-sq-ft-spid-O90074716,5.0,3.0,3.0,,,,Koba,,Unknown,1,False,True,False,apartment,,,5.707110264748875,5.0,4523.0
"2 BHK Flatin Sardar Patel Ring Road, Gandhinagar","Sardar Patel Ring Road, Gandhinagar",59.0,4736.0,1140.0,"Looking for a 2 bhk property for sale in gandhinagar? Buy this 2 bhk flat in orchid green field that is situated in sardar patel ring road, gandhinagar. The flat is east-Facing. The flat is over 1140 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The residential building has 16 floors in total and the flat for sale is located on the 10th floor. This 10 years old ...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sardar-patel-ring-road-gandhinagar-1140-sq-ft-r1-spid-E82591990,2.0,2.0,3.0,10.0,16.0,unfurnished,SP Ring Road,East,10-20 years,1,True,False,False,apartment,0.0,0.0,4.0943445622221,2.0,5175.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",78.0,4814.0,1620.0,"Our property is well maintained and clean. Our property has gym,garden and one hall for any functions and two basement parking. Nearby hospitals, mall , d mart, railway station and all. Our property is also road side facing",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-atishay-sky-sargasan-gandhinagar-1620-sq-ft-spid-L90044428,0.0,2.0,3.0,,,unfurnished,Sargasan,Other,New,1,False,True,False,apartment,5.0,5.0,4.3694478524670215,3.0,4815.0
"2 BHK Flatin Pethapur, Gandhinagar","Pethapur, Gandhinagar",47.0,7833.0,600.0,"Located in tilak prime, pethapur, gandhinagar, this 2 bhk unfurnished flat spans 600 sq.Ft. Situated on the 5th floor of a mid-Rise building, the nearly new property offers immediate availability. With 2 bedrooms, 2 bathrooms, and parking available, its close to several hospitals and the ambe mata mandir, blending convenience and community.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tilak-prime-pethapur-gandhinagar-600-sqft-spid-O90024976,2.0,2.0,1.0,5.0,,unfurnished,Pethapur,,New,1,False,True,False,apartment,0.0,1.0,3.871201010907891,2.0,7833.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",163.0,12439.0,1307.0,"Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1308 sq.Ft. This flat lies on the 14th level of a 31 storey building. This residential flat is currently under construction and you can expect the possession of the same by march 2027. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, ...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-avalon-gift-city-gandhinagar-1308-sqft-spid-C90007434,2.0,2.0,3.0,14.0,31.0,,Gift City,,New,0,False,False,True,apartment,3.0,0.0,5.099866427824199,2.0,12471.0
"3 BHK Flatin Chiloda, Gandhinagar","Chiloda, Gandhinagar",75.0,7653.0,980.0,"Affordable luxury 3 bhk top-Floor flat chiloda char rasta Property highlights: - Carpet area: 950 sq ft, total area: 1500 sq ft - 3 bedrooms, 3 bathrooms, semi-Furnished - 4 balconies (Hall, kitchen, 2 bedrooms) - Top floor in 7-Storey building, airy & well-Lit - Dedicated lift for only 3 flats per floor - 10-Ft wide common passageway with stairs & lift access - 2 adjacent underground parking s...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sai-flora-chiloda-gandhinagar-980-sqft-spid-C90004796,3.0,3.0,4.0,,7.0,semi-furnished,Chiloda,,New,1,False,False,False,apartment,2.0,0.0,4.330733340286331,3.0,7653.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",45.0,4000.0,1125.0,"The flat is facing the east direction. Constructed on a carpet area of 1125 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the 2nd floor. This is a ready to move project and the property is 10+ years old. The well built marble flooring enhances the aesthetic appeal of this flat. All the moder...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-saundarya-444-sargasan-gandhinagar-1125-sqft-spid-A89984870,2.0,2.0,1.0,2.0,4.0,unfurnished,Sargasan,East,10-20 years,1,False,True,False,apartment,0.0,0.0,3.828641396489095,2.0,4000.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",82.0,4624.0,1773.0,"Available immediately, this 3 bhk flat in akshat heaven, kudasan, gandhinagar offers 1773 sq.Ft. On the top (5th) floor of a low-Rise building. Over 10 years old, the residence includes 3 bathrooms and is fully furnished. Nearby religious sites and a multispecialty clinic add convenience to this peaceful location. Large open space, lush green gardens, large open terrace in front of house.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-akshat-heaven-kudasan-gandhinagar-1773-sqft-spid-T89767110,3.0,3.0,1.0,5.0,,furnished,Kudasan,,10-20 years,1,False,False,True,apartment,0.0,1.0,4.418840607796598,3.0,4625.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",63.0,4516.0,1395.0,"Located in maruti amrakunj, sargasan, gandhinagar, this 5-10 year old 2 bhk flat offers 1395 sq.Ft. On the 2nd floor of a low-Rise building. Immediate availability includes a 2-Bedroom, 2-Bathroom layout, unfurnished. Close to multiple temples and a dental clinic, its a practical choice for residential sale.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-maruti-amrakunj-sargasan-gandhinagar-1395-sqft-spid-H89957536,2.0,2.0,1.0,2.0,,unfurnished,Sargasan,,5-10 years,1,False,True,False,apartment,0.0,0.0,4.1588830833596715,2.0,4516.0
"3 BHK Flatin Urjanagar 1, Randesan, Gandhinagar","Urjanagar 1, Randesan, Gandhinagar",95.0,5149.0,1845.0,"Shrifal heights in kudasan, gandhinagar, stands out as a premier residential community due to its blend of modern amenities, thoughtful design, and active community engagement. Strategic location: Situated near key landmarks like swaminarayan dham, the society offers easy access to reputed schools, healthcare facilities, and retail outlets, enhancing convenience for residents Comprehensive amen...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-balaji-infrastructure-shrifal-heights-urjanagar-1-gandhinagar-1845-sqft-r1-spid-U83735396,3.0,3.0,1.0,,,,Randesan,,Unknown,1,False,False,True,apartment,0.0,5.0,4.564348191467836,3.0,5149.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",75.0,5411.0,1386.0,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1386-sq-ft-r3-spid-P77677747,2.0,2.0,1.0,,,,Sargasan,,Unknown,1,False,True,False,apartment,,,4.330733340286331,2.0,5411.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",125.0,17265.0,724.0,"Situated on the 11th floor of a 24-Story high-Rise in sangath ipl smart life, this 1-5 year old 2 bhk flat offers 724 sq.Ft. Of vaastu-Compliant living. Ready for immediate possession, it includes 2 bedrooms, 2 bathrooms, and access to a gym, clubhouse, pool, and power backup. Conveniently close to schools, hospital, mall, and highway connectivity.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sangath-ipl-smart-life-gift-city-gandhinagar-724-sqft-spid-N89932076,2.0,2.0,1.0,11.0,24.0,,Gift City,,1-5 years,1,False,True,False,apartment,12.0,7.0,4.836281906951478,2.0,17265.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",80.0,4831.0,1656.0,"Available immediately, this 3 bhk flat spans 1656 sq.Ft. On the 4th floor of a 5-Floor low-Rise building at psy pramukh lotus, sargasan, gandhinagar. Over 10 years old, it offers 3 bedrooms, 3 bathrooms, lift access, and on-Call maintenance. Close to temples and medical facilities, it suits those valuing convenience and community.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-lotus-sargasan-gandhinagar-1656-sqft-spid-Y89929436,3.0,3.0,1.0,4.0,5.0,unfurnished,Sargasan,,10-20 years,1,False,False,True,apartment,2.0,2.0,4.394449154672439,3.0,4831.0
"2 BHK Flatin Vavol, Gandhinagar","Vavol, Gandhinagar",50.0,4366.0,1305.0,"This house is on uvarshad road, its location is best, there is good space inside the flat, & its a fully furnished house.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vavol-gandhinagar-1305-sqft-r1-spid-N83373650,2.0,2.0,1.0,,,furnished,Vavol,,Unknown,1,True,False,False,apartment,0.0,0.0,3.9318256327243257,2.0,3831.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",175.0,19886.0,880.0,"This 2 bhk flat, under construction, spans 880 sq.Ft. On the 25th floor of a high-Rise at shivalik skyview, gift city, gandhinagar. Featuring 2 bedrooms, 2 bathrooms, and modern amenities like a clubhouse, gym, lift, and swimming pool, it offers convenient access to shree rang mall, nh48, top schools, and hospitals. Available february 2028.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shivalik-skyview-gift-city-gandhinagar-880-sqft-spid-F89887812,2.0,2.0,1.0,25.0,34.0,,Gift City,,New,0,False,True,False,apartment,8.0,7.0,5.170483995038151,2.0,19886.0
"2 BHK Flatin Chiloda, Gandhinagar","Chiloda, Gandhinagar",37.0,4743.0,780.0,"Afv residency, dahegaon road, mota chiloda, gandhinagar, gujarat",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prayagraj-afv-residency-chiloda-gandhinagar-780-sqft-spid-F89884710,2.0,2.0,2.0,,,,Chiloda,,Unknown,1,False,True,False,apartment,0.0,0.0,3.6375861597263857,2.0,4744.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",72.0,9154.0,786.0,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shreeji-sahajanand-shayona-sargasan-gandhinagar-787-sqft-spid-K89866680,3.0,3.0,1.0,,,,Sargasan,,Unknown,1,False,True,False,apartment,,,4.290459441148391,3.0,9160.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",45.0,6455.0,697.0,"The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a built up area of 65 sq.M. The residential building has 4 floors in total and the flat for sale is located on the 3rd floor. As the project is already ready to move, so you can easily move into this 10+ years old property.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-b-and-m-divya-sanskar-city-sargasan-gandhinagar-697-sqft-spid-W89865682,2.0,2.0,3.0,3.0,4.0,,Sargasan,,10-20 years,1,True,False,False,apartment,0.0,0.0,3.828641396489095,2.0,6456.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",72.0,8353.0,861.0,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shreeji-sahajanand-shayona-sargasan-gandhinagar-862-sqft-spid-H89865128,3.0,3.0,1.0,,,,Sargasan,,Unknown,1,True,False,False,apartment,,,4.290459441148391,3.0,8362.0
"3 BHK Flatin Uvarsad, Gandhinagar","Uvarsad, Gandhinagar",81.5,8232.0,1602.0,"Available immediately, this 3 bhk flat spans 1602 sq.Ft. On the 11th floor of a 14-Story high-Rise at psy pramukh trinity, uvarsad, gandhinagar. Built 2 years ago, it includes 3 bedrooms, 2 bathrooms, and comes furnished. Residents enjoy amenities like a gym, clubhouse, power backup, lift, and rainwater harvesting, near schools and hospitals.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-trinity-uvarsad-gandhinagar-1602-sqft-spid-K89854502,3.0,2.0,3.0,11.0,14.0,furnished,Uvarsad,,Unknown,1,False,False,True,apartment,9.0,2.0,4.412798293340635,3.0,5087.0
"3 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",242.0,20508.0,1180.0,"3 bhk unit available for sale in gift city, gandhinagar. Serious buyers, please contact.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-1180-sqft-spid-Q89830476,3.0,3.0,2.0,,,,Gift City,,Unknown,0,False,True,False,apartment,0.0,0.0,5.493061443340548,3.0,20508.0
"3 BHK Builder Floorin Sargasan, Gandhinagar","Sargasan, Gandhinagar",140.0,5833.333333333333,2400.0,2400 sqft open terrace garden and road both side facing,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sargasan-gandhinagar-205-sqft-spid-Y89824530,3.0,3.0,1.0,,,,Sargasan,Other,New,1,False,False,False,builder floor,2.0,0.0,4.948759890378168,3.0,5833.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",75.0,9587.0,782.0,"This is garden facing fully filled with sun light and vantiltion and immediately available property. This 2 bhk flat spans 782.25 sq.Ft. On the 11th floor of a 14-Story high-Rise at swagat kingsland, sargasan, gandhinagar. The 0-1 year old residence offers 2 bedrooms and 2 bathrooms, semi-Furnished for convenience. You can enjoy amenities like clubhouse, gym, cafe, badminton court, box cricketa...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-kingsland-sargasan-gandhinagar-782-sqft-spid-O89801788,2.0,2.0,1.0,11.0,14.0,semi-furnished,Sargasan,Other,New,1,False,True,False,apartment,12.0,0.0,4.330733340286331,2.0,9591.0
"2 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",56.0,4321.0,1296.0,"A well-Maintained 144 sq. Yard 2bhk flat for sale. This garden-Facing home offers a peaceful environment with plenty of natural light and ventilation. Key features: Spacious 2 bedrooms, hall & kitchen (2bhk) Garden-Facing view Fully furnished includes furniture, wardrobes, modular kitchen, and essential fittings Ready-To-Move-In condition Rising sunlight Address: Divyajivan heights C 801 Nr. Sw...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-divyajivan-heights-kudasan-gandhinagar-1296-sqft-spid-O89773502,2.0,2.0,1.0,,,furnished,Kudasan,Other,New,1,False,True,False,apartment,0.0,0.0,4.04305126783455,2.0,4321.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",48.5,4276.0,1134.0,"Check out this 2 bhk apartment for sale in sahajanand homes 2, a popular residential project that houses in-Demand flats in sargasan, gandhinagar. This residential flat is north-East-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1134 sq.Ft. This flat lies on the 2nd level of a 7 storey buildin...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1134-sqft-r1-spid-X87292264,2.0,2.0,1.0,2.0,7.0,unfurnished,Sargasan,North-East,New,1,False,True,False,apartment,0.0,0.0,3.901972669574645,2.0,4277.0
"3 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",79.0,8967.0,881.0,"Located in bhavya devanshi prime, raysan, gandhinagar, this 3 bhk flat offers 881 sq.Ft. Of well-Planned living space on the 4th floor of a 10-Story mid-Rise building. With 3 bedrooms, 2 bathrooms, and immediate availability, this 1-5 year old residential apartment is semi-Furnished and close to key healthcare facilities and infocity office complex.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhavya-devanshi-prime-raysan-gandhinagar-881-sqft-spid-C89744254,3.0,2.0,1.0,4.0,10.0,semi-furnished,Raysan,,1-5 years,1,False,True,False,apartment,0.0,0.0,4.382026634673881,3.0,8967.0
"2 BHK Builder Floorin Kudasan, Gandhinagar","Kudasan, Gandhinagar",70.0,6536.0,1080.0,"My property is at prime location of gandhinagar. Property is on service road of gamdhinagar-Ahmedabad highway, near rakshashakti circle & infocity (Gifty city road). 1 km from dholakuva & randesan metro station. Fully furmished flat at 2nd floor with lift. Price is negotiable.",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-kudasan-gandhinagar-1080-sqft-spid-N89740186,2.0,2.0,1.0,2.0,,furnished,Kudasan,,New,1,False,False,False,builder floor,0.0,6.0,4.2626798770413155,2.0,6481.0
"3 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",300.0,11231.0,2671.0,34-Storey luxury tower (~120m height) offering panoramic skyline views Located in indias first smart financial hub gift city Designed for premium urban lifestyle with global standards One of the rare drone-Inspired building designs in india Gives a futuristic identitynot a typical box-Type building Strong visual differentiation vs. Other projects in gift city,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivalik-skyview-gift-city-gandhinagar-2671-sqft-spid-P89720444,3.0,3.0,2.0,9.0,34.0,,Gift City,,Unknown,0,False,False,True,apartment,5.0,0.0,5.707110264748875,3.0,11232.0
"3 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",78.0,4228.0,1845.0,It's a wonderful property at a prime location at gandhinagar. Nearby under construction river front and behind famous pdeu university. Great scope for rent and price appreciation.,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-madhav-skyline-raysan-gandhinagar-1845-sq-ft-spid-S89669762,3.0,3.0,1.0,,,,Raysan,,Unknown,1,False,False,True,apartment,4.0,10.0,4.3694478524670215,3.0,4228.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",65.75,5492.0,1197.0,Total house interior design provided. Modular kitchen. Kitchen exhaust chimney fitted. Auro water filter provided. Centralised lpg gas . Pipe gas line Interior wall cup boards and wooden alamaras provided..Etc...,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-afford-sargasan-gandhinagar-1197-sq-ft-spid-M89667402,2.0,2.0,1.0,,,,Sargasan,,Unknown,1,False,True,False,apartment,0.0,0.0,4.200954297280359,2.0,5493.0
"Studio Apartments / 1 RK Flatsin Chhatral, Gandhinagar","Chhatral, Gandhinagar",15.0,4285.0,350.0,"Hy we sall our residenceal property its 1 hk, with combine washroom also have space off was area and parking also 2 flowers only and only 4 house on 1 floor price ia negotiable",https://www.99acres.com/studio-apartment-flat-for-sale-in-chhatral-gandhinagar-350-sqft-spid-Z89633010,1.0,1.0,1.0,,,,Kalol,,Unknown,1,False,True,False,apartment,0.0,0.0,2.772588722239781,1.0,4286.0
"2 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",65.0,7850.0,1476.0,"Situated on the 4th floor of a 13-Story high-Rise in sai texas 2, raysan, gandhinagar, this 2 bhk flat offers 1476 sq.Ft. Of comfortable living with 2 bedrooms and 2 bathrooms. Available immediately, the 1-5 year old apartment is semi-Furnished and includes access to a lift and nearby fitness center. Close to key hospitals and infocity office complex.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raysan-gandhinagar-1476-sqft-spid-R89587590,2.0,2.0,1.0,4.0,13.0,semi-furnished,Raysan,,1-5 years,1,False,False,True,apartment,3.0,1.0,4.189654742026425,2.0,4404.0
"3 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",259.0,21949.0,1180.0,It is located in corner where you can have both sunrise and afternoon sunlight.,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-1180-sqft-spid-I89586094,3.0,3.0,2.0,,,,Gift City,,Unknown,0,False,True,False,apartment,2.0,0.0,5.560681631015528,3.0,21949.0
"2 BHK Flatin Randheja, Gandhinagar","Randheja, Gandhinagar",46.0,2871.0,1602.0,New under-Construction project in randheja,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shreeji-shreenand-ananta-randheja-gandhinagar-1602-sqft-spid-V89585788,2.0,2.0,2.0,,,,Randheja,,Unknown,0,False,False,True,apartment,0.0,0.0,3.8501476017100584,2.0,2871.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",165.0,12505.0,1319.0,"It is 3bhk, sharnam skyview flat , 265sqyard, premium fully furnished new, all branded electronic new items are installed. Amenities are available, gym, yoga room, children play area, community hall etc.. Best location near pdpu road, near gift city, near metro station.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chandarana-sharnam-skyview-kudasan-gandhinagar-1319-sqft-spid-G89576170,3.0,3.0,1.0,,,furnished,Kudasan,,New,1,False,True,False,apartment,10.0,8.0,5.111987788356544,3.0,12509.0
"2 BHK Flatin Karai, Gandhinagar","Karai, Gandhinagar",44.17,2647.0,1668.4044999999999,"Available from may 2028, this under-Construction 2 bhk flat at the rhythm elevate in karai, gandhinagar offers 155 sq.Ft. Of modern living space on the 5th floor of a 12-Story high-Rise. Featuring 2 bedrooms, 2 bathrooms, lift access, and a swimming pool, its close to koba circle metro, schools, nh 48, and esic hospital. Fully unfurnished for customization.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-rhythm-elevate-karai-gandhinagar-155-sqft-spid-V89573968,2.0,2.0,1.0,5.0,12.0,unfurnished,Karai,,New,0,False,True,False,apartment,4.0,4.0,3.8104331496665127,2.0,2647.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",95.0,5304.0,1791.0,"Located in ayunam greens, gandhinagar, this newly constructed 3 bhk apartment offers 1791 sq.Ft. Of modern living space on the top floor (13/13) of a high-Rise building. With 3 bedrooms, 3 bathrooms, and immediate availability, it features furnishing-Ready interiors, a fitness center, clubhouse, and lift accessall close to key amenities and excellent connectivity.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ayunam-greens-kudasan-gandhinagar-1791-sqft-spid-B89528142,3.0,3.0,1.0,13.0,13.0,furnished,Kudasan,,New,1,False,False,True,apartment,5.0,0.0,4.564348191467836,3.0,5304.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",84.0,3647.0,2303.4746,Information 3 - Bhk flat Flat no :- B-302 214.50 var How much sqyd - 1700 Super built up Floor no - 3 Total floor - 8 Without furniture How much old society - 6month No one has moved in yet Key for visit - Available any time *thank you for connecting*,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shubh-saral-heights-kudasan-gandhinagar-215-sqft-r2-spid-O74597485,3.0,3.0,1.0,3.0,8.0,unfurnished,Kudasan,,Unknown,1,False,True,False,apartment,0.0,0.0,4.442651256490317,3.0,3647.0
"2 BHK Flatin Sector 22, Gandhinagar","Sector 22, Gandhinagar",450.0,12668.608623606347,3552.087,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-22-gandhinagar-330-sqft-spid-G89433032,2.0,2.0,1.0,,,,Sector 22,,Unknown,1,False,True,False,apartment,,,6.111467339502679,2.0,12669.0
