Page,Name,BHK,Location,Price,Price_per_sqft,Area_sqft,Area_sqm,Area_type,Status,Description,Builder,Posted_Time,Property_URL,Image_URL
9,"4 Bedroom Housein Dahegam, Gandhinagar",4 BHK,"Dahegam, Gandhinagar",₹1.53 Cr,"₹9,883 /sqft","1,548 sqft",(144 sqm),,Ready To Move,"17, shivalay white house Near shree umiya mataji temple New satellite road Dahegam-Ahmedabad road 4 bhk luxurious bungalow 495 var bandhkam 3 floor Hall size : 19.9 x 17.7 Osize : 21.8 x 11.6 Bedroom size : 18.5 x 11 Bedroom size : 21.8 x 11.6 Bedroom size : 11 x 11.8 Kitchen size : 17 x 10 Toilet size : 15.6 x7 Toilet size : 15.6 x 7 Toilet size : 10.8 x 7 Toilet size : 7 x 4 Toilet size : 6 x...",,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-rudra-shivalay-white-house-dhegam-gandhinagar-4455-sqft-spid-J90921388,https://static.99acres.com/universalapp/img/checkLineGray.svg
9,"3 BHK Flatin Randesan, Gandhinagar",3 BHK Flat,"Randesan, Gandhinagar",₹85 Lac,"₹4,722 /sqft","Located in the serene sheetal vedika habitat, randesan, gandhinagar, this 3 bhk flat spans 2025 sqft on the 3rd floor of a low-Rise, 5-10 year old building. Offering 3 bedrooms and 3 bathrooms, it comes semi-Furnished and is available for immediate sale. Close to a metro, market, pdpu, swaminarayan kanyashala, cuty pulse cinema, temples and healthcare facilities like svms hospital, ahmd-Gngr hi...",(188 sqm),Super Built-up Area,Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sheetal-vedika-habitat-randesan-gandhinagar-2025-sqft-spid-P90919302,https://static.99acres.com/universalapp/img/downArrowNew.png
9,"3 BHK Flatin Randheja, Gandhinagar",3 BHK Flat,"Randheja, Gandhinagar",₹55 Lac,"₹5,789 /sqft",950 sqft,(88 sqm),Carpet Area,Ready To Move,,,This is a new building created 2 years ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-polaris-elina-randheja-gandhinagar-950-sqft-spid-Z90915948,https://static.99acres.com/universalapp/img/checkLineGray.svg
9,"Residential land / Plotin Dahegam, Gandhinagar",,"Dahegam, Gandhinagar",₹3.85 Cr,₹202 /sqft,"1,90,575 sqft","(17,705 sqm)",,Ready To Move,,,,https://www.99acres.com/residential-land-plot-for-sale-in-dhegam-gandhinagar-21175-sqyd-spid-K90891746,https://static.99acres.com/universalapp/img/downArrowNew.png
9,"6 Bedroom Housein Panchvati, Kalol, Gandhinagar",6 BHK,"Panchvati, Kalol, Gandhinagar",₹1.05 Cr,"₹7,556 /sqft","1,125 sqft",(105 sqm),,Ready To Move,,,,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-panchvati-gandhinagar-1125-sqft-r1-spid-P85605882,https://static.99acres.com/universalapp/img/downArrowNew.png
9,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.19 Cr,"₹9,000 /sqft","1,325 sqft",(123 sqm),Carpet Area,Under Construction,"Constructed on a carpet area of 1325 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 12th floor of this 22 floors tall residential building. This residential property is still under construction and will be available for possession by january 2027. All the modern amenities such as swimming pool, club house, cctv surveillance and lift(s) will ma...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1325-sqft-spid-J90876740,https://static.99acres.com/universalapp/img/checkLineGray.svg
9,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.5 Cr,"₹11,520 /sqft","1,302 sqft",(121 sqm),Carpet Area,Under Construction,"Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 1302 sq.Ft. The property is located on the 6th floor of a 31 floors tall building. This residential flat is currently under construction and you can expect the possession of the same by january 2027. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-avalon-gift-city-gandhinagar-1302-sqft-spid-N90876478,https://static.99acres.com/universalapp/img/checkLineGray.svg
9,"3 BHK Flatin Sector 11, Gandhinagar",3 BHK Flat,"Sector 11, Gandhinagar",₹1.57 Cr,"₹13,083 /sqft","1,200 sqft",(111 sqm),Carpet Area,Ready To Move,"We are the proud owners of this 3 bhk apartment available in suman tower, sector 22 gandhinagar, gandhinagar. This it is a and the unit is located on ground floor and has a carpet area of 1200 sq.Ft. . It has 3 bathroom(s). The ownership is freehold type.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-11-gandhinagar-1200-sqft-r1-spid-Z81717676,https://static.99acres.com/universalapp/img/downArrowNew.png
9,"1 BHK Flatin Vavol, Gandhinagar",1 BHK Flat,"Vavol, Gandhinagar",₹35.5 Lac,"₹5,916 /sqft",600 sqft,(56 sqm),Carpet Area,Ready To Move,"Located in jayde arjun 226, vavol, gandhinagar, this 600 sq.Ft. 1 bhk flat on the 5th floor of a 6-Floor mid-Rise building is available immediately. With 1-5 years of age, it offers 1 bedroom, 2 bathrooms, and comes unfurnished. Close to hospitals and a clubhouse, it features rainwater harvesting, power backup, and a lift for comfort.",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jayde-arjun-226-vavol-gandhinagar-600-sq-ft-spid-Q90783504,https://static.99acres.com/universalapp/img/checkLineGray.svg
9,"2 BHK Flatin Koba, Gandhinagar",2 BHK Flat,"Koba, Gandhinagar",₹70 Lac,"₹3,988 /sqft","1,755 sqft",(163 sqm),Super Built-up Area,Ready To Move,"Available immediately, this 5-10 year old 2 bhk flat spans 1750 sq.Ft. On the 2nd floor of a 5-Story low-Rise at mahidhar shreedhar century, koba, gandhinagar. Featuring 2 bedrooms, 2 bathrooms, and 1 parking, it offers lift, parking, and access to a clubhouse, and garden. Nearby metro and religious sites enhance convenience.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-koba-gandhinagar-1755-sqft-spid-N90829114,https://static.99acres.com/universalapp/img/downArrowNew.png
9,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹67 Lac,"₹4,512 /sqft","1,485 sqft",(138 sqm),Built-up Area,Ready To Move,"Garden-Facing 2bhk flat for sale at satvam parklane, sargasan, gandhinagar Own a serene and spacious 2bhk flat on the 3rd floor in the premium satvam parklane society, located in the heart of gandhinagar. Property highlights: Garden-Facing flat with excellent ventilation and natural light Located on the 3rd floor of a 9-Story building Surrounded by top schools, shopping malls, hospitals, garden...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahalakshmi-satvam-parklane-sargasan-gandhinagar-1485-sqft-r1-spid-N84261774,https://static.99acres.com/universalapp/img/checkLineGray.svg
9,"3 Bedroom Housein Pethapur, Gandhinagar",3 BHK,"Pethapur, Gandhinagar",₹85 Lac,"₹9,941 /sqft",855 sqft,(79 sqm),,Ready To Move,"Located in pethapur gandhinagar ,society managed and all basic needs easily available in nearby area",,,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pethapur-gandhinagar-855-sqft-r1-spid-P76952725,https://static.99acres.com/universalapp/img/downArrowNew.png
9,"3 BHK Flatin Sughad, Gandhinagar",3 BHK Flat,"Sughad, Gandhinagar",₹90 Lac,"₹9,473 /sqft",950 sqft,(88 sqm),Carpet Area,Ready To Move,"We have our own terrace, where we can install solar and do fabrication construct",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gandhinagar-950-sqft-spid-L90800992,https://static.99acres.com/universalapp/img/downArrowNew.png
9,"6 BHK Flatin Sargasan, Gandhinagar",6 BHK Flat,"Sargasan, Gandhinagar",₹5 Cr,"₹5,555 /sqft","9,000 sqft",(836 sqm),Carpet Area,Ready To Move,"This 6 bhk flat spans 9,000 sq.Ft. On the 10th floor of a mid-Rise building at atulyam the imperial, sargasan, gandhinagar. Available immediately, its 1-5 years old and features 5 bathrooms, a swimming pool, lift access, and is unfurnished. Conveniently located near top schools, hospitals, and the sarkhej gandhinagar highway.",,,https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-atulyam-the-imperial-sargasan-gandhinagar-9000-sq-ft-spid-F90780200,https://static.99acres.com/universalapp/img/checkLineGray.svg
9,"1 BHK Flatin Koba, Gandhinagar",1 BHK Flat,"Koba, Gandhinagar",₹33.5 Lac,"₹4,618 /sqft",747 sqft,(69 sqm),Super Built-up Area,Ready To Move,"We are the proud owners of this 1 bhk apartment available in satyamev surya, koba, gandhinagar. This it is a and the unit is located on 1st floor and has a super built-Up area of 747 sq.Ft. . It has 1 bathroom(s) and 2 balcony(s). The ownership is freehold type.",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-satyamev-surya-koba-gandhinagar-747-sqft-spid-C90765230,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"3 Bedroom Housein Randheja, Gandhinagar",3 BHK,"Randheja, Gandhinagar",₹1.15 Cr,"₹6,326 /sqft","1,818 sqft",(169 sqm),,Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 3 bhk house for sale in randheja, gandhinagar seems to be an ideal choice for a peaceful abode for a family. The floor plan additionally contains 3 bedrooms, 4 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 202 sq.Yards. The owner of the house also get...",,,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-randheja-gandhinagar-1818-sqft-spid-V90624176,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.36 Cr,"₹9,000 /sqft","1,511 sqft",(140 sqm),Super Built-up Area,Under Construction,"Largest 2bhk in the scheme.
Sez location.
High rental yield expected",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1511-sqft-spid-H90745448,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"2 BHK Flatin Vavol, Gandhinagar",2 BHK Flat,"Vavol, Gandhinagar",₹49 Lac,"₹3,446 /sqft","1,422 sqft",(132 sqm),Carpet Area,Ready To Move,"Located on the 12th floor of a high-Rise at shivam heights, vavol, gandhinagar, this 2 bhk flat offers 1422 sq.Ft. Of modern living space. The nearly new apartment features 2 bedrooms and 2 bathrooms with immediate availability. Enjoy close proximity to multiple hospitals, adding convenience to your daily life.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vavol-gandhinagar-1422-sq-ft-spid-E90741924,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"Residential land / Plotin Adraj Moti, Gandhinagar",,"Adraj Moti, Gandhinagar",₹18 Cr,"₹1,202 /sqft","1,49,737 sqft","(13,911 sqm)",,Ready To Move,,,,https://www.99acres.com/residential-land-plot-for-sale-in-adraj-moti-gandhinagar-10648-sqyd-r2-spid-K88298098,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹58 Lac,₹523 /sqft,"11,097 sqft","(1,031 sqm)",Super Built-up Area,Ready To Move,"The apartment is well maintained and it was never given on rent. The owner is living since beginning. The curtains are high quality, furniture is made up with proper wood. Paint is done recently with good quality. One huge alloted parking of car where you can get extra space on ground floor. One more parking of 3 two wheelers on the ground floor",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-flamingo-sargasan-gandhinagar-11097-sqft-spid-N90738336,https://static.99acres.com/universalapp/img/StarNew.png
10,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹55 Lac,"₹6,501 /sqft",846 sqft,(79 sqm),Super Built-up Area,Ready To Move,,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-blossom-sargasan-gandhinagar-846-sqft-spid-S90732026,https://static.99acres.com/universalapp/img/StarNew.png
10,"4 Bedroom Housein Sector 8, Gandhinagar",4 BHK,"Sector 8, Gandhinagar",₹7 Cr,"₹23,569 /sqft","2,970 sqft",(276 sqm),,Ready To Move,"Property construction quality is good
Primium location
Nearby rich community people live
Well maintained society
Political cabinet mantri government officer business owner
Ready move
Document title clear",,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-8-gandhinagar-2970-sqft-spid-G90729526,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹55 Lac,"₹3,917 /sqft","1,404 sqft",(130 sqm),Built-up Area,Ready To Move,"Constructed on a built up area of 156 sq.Yards, the flat comprises 2 bedroom(s), 2 bathrooms and more than 3 balconies. This flat is situated on the 2nd floor of this 5 floors tall residential building. As the project is already ready to move, so you can easily move into this 5-10 years old property. Flat is really well maintained and recently renovated in 2024 october (New plumbing in both bat...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-b-and-m-divya-sanskar-city-sargasan-gandhinagar-1404-sqft-spid-S90671916,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"4 Bedroom Housein Kudasan, Gandhinagar",4 BHK,"Kudasan, Gandhinagar",₹3.5 Cr,"₹18,258 /sqft","1,917 sqft",(178 sqm),,Ready To Move,The vrundavan bunglows is located at the corner of 2 major highways both are about 100m wide,,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vrundavan-bunglows-kudasan-gandhinagar-1917-sq-ft-r1-spid-B84699474,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"4 Bedroom Housein Koba, Gandhinagar",4 BHK,"Koba, Gandhinagar",₹2.91 Cr,"₹19,596 /sqft","1,980 sqft",(184 sqm),,Ready To Move,"This 4 bhk independent villa in koba, gandhinagar offers 1980 sq.Ft. Of well-Designed space, featuring 4 bedrooms and 5 bathrooms. Just 1-5 years old and unfurnished, its available for immediate occupancy. Located near health focus physiotherapy clinic and infocity, it combines convenience with comfort in a sought-After residential area.",,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-koba-gandhinagar-2970-sqft-spid-R90677940,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"4 Bedroom Housein Raysan, Gandhinagar",4 BHK,"Raysan, Gandhinagar",₹3.02 Cr,"₹13,427 /sqft","2,250 sqft",(209 sqm),,Ready To Move,"Its only 22 bungalows double road corner property, near to gift city, as well all near by property price is 5.5 cr to 12.5 cr",,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mahavir-enclave-raysan-gandhinagar-2250-sqft-spid-Q90676788,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"2 BHK Flatin Kudasan, Gandhinagar",2 BHK Flat,"Kudasan, Gandhinagar",₹90 Lac,"₹5,997 /sqft","1,584 sqft",(147 sqm),Super Built-up Area,Ready To Move,"Constructed on a super built up area of 1584 sq.Ft., the flat comprises 2 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 5th floor of this 13 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
Contact: +91 99245 05101",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1584-sqft-spid-S90650276,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"3 BHK Flatin Randheja, Gandhinagar",3 BHK Flat,"Randheja, Gandhinagar",₹75 Lac,"₹4,762 /sqft","1,575 sqft",(146 sqm),Super Built-up Area,Ready To Move,"We are the proud owners of this 3 bhk apartment available in polaris elina, randheja, gandhinagar. This it is a and the unit is located on 6th floor and has a super built-Up area of 175 sq.Yards. It has 3 bathroom(s) and more than 3 balcony(s). The ownership is freehold type.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-polaris-elina-randheja-gandhinagar-1575-sqft-spid-K90618410,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.45 Cr,"₹9,596 /sqft","1,511 sqft",(140 sqm),Super Built-up Area,Under Construction,"Located in the popular residential address of gift city, gandhinagar, shilp north sky is one of the most preferred destination for apartments in gandhinagar. This 2 bhk flat is your ticket to be a part of this community. Constructed on a super built up area of 1511 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 25 floors and this property is situat...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1511-sqft-r1-spid-Y78474135,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.41 Cr,"₹16,120 /sqft","1,590 sqft",(148 sqm),Super Built-up Area,"Situated on the 17th floor of a 34-Story high-Rise, this 2 bhk flat in shivalik skyview, gift city offers 1599.51 sq.Ft. Of under-Construction space. With 2 bedrooms and 2 bathrooms, it comes unfurnished and includes access to a gym, clubhouse, pool, and lift. Conveniently close to schools, airport, and shopping, available january 2027.",,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shivalik-skyview-gift-city-gandhinagar-1591-sqft-spid-O90604740,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"5 Bedroom Housein Kalol, Gandhinagar",5 BHK,"Kalol, Gandhinagar",₹1.25 Cr,"₹6,039 /sqft","2,070 sqft",(192 sqm),,Ready To Move,,,,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-kalol-gandhinagar-1890-sqft-spid-D90233282,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"3 BHK Flatin Karai, Gandhinagar",3 BHK Flat,"Karai, Gandhinagar",₹72 Lac,"₹8,470 /sqft",850 sqft,(79 sqm),Carpet Area,Ready To Move,"Immediate availability in nakshatra skyview offers a modern 850 sq.Ft. 3 bhk flat on the 4th floor of a 12-Story high-Rise. This nearly new apartment features 3 bathrooms and comes unfurnished. Located near pandit deendayal petroleum university and kaka ni bhajipav, it combines convenience with newly constructed amenities in gandhinagar.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-karai-gandhinagar-850-sqft-spid-B90563372,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"4 Bedroom Housein Kudasan, Gandhinagar",4 BHK,"Kudasan, Gandhinagar",₹5.5 Cr,"₹25,347 /sqft","2,169 sqft",(202 sqm),,Ready To Move,"What makes our property unique is that it is a spacious and well-Designed 3-Floor bungalow that offers comfort, privacy, and flexibility for a growing family. Each floor provides ample space, making it ideal for joint families or for creating separate living, work, and guest areas. The bungalow has a strong structure, good natural light, and excellent ventilation throughout the home. Its multi-...",,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kudasan-gandhinagar-2170-sqft-spid-H90557666,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"1 BHK Flatin Vavol, Gandhinagar",1 BHK Flat,"Vavol, Gandhinagar",₹32 Lac,"₹3,865 /sqft",828 sqft,(77 sqm),Carpet Area,Ready To Move,"We are the proud owners of this 1 bhk apartment available in jayde arjun 226, vavol, gandhinagar. This it is a and the unit is located on 3rd floor and has a carpet area of 92 sq.Yards. It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jayde-arjun-226-vavol-gandhinagar-828-sqft-spid-N90519398,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"2 BHK Flatin Randesan, Gandhinagar",2 BHK Flat,"Randesan, Gandhinagar",₹60 Lac,"₹5,089 /sqft","1,179 sqft",(110 sqm),Super Built-up Area,Ready To Move,"Nearest to gift city without any red light and very convenient to commute. 200meters from randesan metro station. Well maintained society. Most specious rooms. Park facing. With amenities like gym, park, kids play area, tt area, community hall etc. Price is negotiable. Property is at prime location near to gift city and randesan metro station",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shubh-aarambh-randesan-gandhinagar-1179-sqft-r1-spid-B81719978,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"3 Bedroom Housein Raysan, Gandhinagar",3 BHK,"Raysan, Gandhinagar",₹3.21 Cr,"₹14,253 /sqft","2,252 sqft",(209 sqm),,Ready To Move,"We have a house/villa available for sale in raysan, gandhinagar. Available at price of rs 3.21 crores. It has plot area of 2252 sq ft. It has 3.5 bhk, 4 bathroom, 2 balcony.It is a freehold property",,,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mahavir-enclave-raysan-gandhinagar-2252-sqft-spid-N90526352,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹77 Lac,"₹4,173 /sqft","1,845 sqft",(171 sqm),Super Built-up Area,Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sthapan-apartments-sargasan-gandhinagar-1845-sqft-spid-I90524700,https://static.99acres.com/universalapp/img/downArrowNew.png
10,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹69 Lac,"₹4,432 /sqft","1,557 sqft",(145 sqm),Super Built-up Area,Ready To Move,"3 bhk flat near sargasan cross road prime location Spacious 3 bhk flat available in a premium residential area near sargasan cross road. The property offers a higher carpet area with larger room sizes compared to most new constructions, ensuring comfortable living. All-Side open flat with excellent ventilation and natural light Located in a beautiful and peaceful environment Purely residential ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-rang-icon-sargasan-gandhinagar-1557-sqft-spid-A90523622,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.15 Cr,"₹10,244 /sqft","2,142 sqft",(199 sqm),"Society name: Hari aalayam, sargasan (On 2nd floor out of 5 floors) Built up area: 238 sq.Yd. Carpet area: 125 sq.Yd. Features: Fully furnished 3 rooms + 3 bathrooms & 1 modular kitchen Electric geysers in 2 bathrooms 6 fans installed Ac installed in living room Hydrolic storage beds with mattresses 2.16 kw solar panel (Dedicated to flat) Dedicated parking space Garden facing master bedeoom Ope...",Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hari-aalayam-sargasan-gandhinagar-2142-sqft-spid-J90492524,https://static.99acres.com/universalapp/img/checkLineGray.svg
10,"3 BHK Builder Floorin Gift City, Gandhinagar",3 BHK Builder Floor,"Gift City, Gandhinagar",₹77 Lac,"₹4,173 /sqft","1,845 sqft",(171 sqm),Built-up Area,Ready To Move,"Check out this 3 bhk builder floor in gift city. This property is located in well planned locality of gandhinagar. This builder floor comes with 3 bedrooms, 3 bathrooms . The furnishing status of the builder floor is furnished. This spacious builder floor has built up area of 205 sq.Yards. This builder floor is situated at the 2nd floor of 5 floors building. This ready to move apartment is the ...",,,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-gift-city-gandhinagar-1845-sqft-spid-R90519800,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"3 BHK Flatin Randesan, Gandhinagar",3 BHK Flat,"Randesan, Gandhinagar",₹1.18 Cr,"₹9,249 /sqft","1,275 sqft",(118 sqm),Carpet Area,Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-siddhraj-zoey-randesan-gandhinagar-1276-sqft-spid-Z90483544,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹46 Lac,"₹4,689 /sqft",981 sqft,(91 sqm),Super Built-up Area,Ready To Move,"This beautiful 2 bhk flat in sargasan, gandhinagar is situated in vihaan sarthak era, one of the popular residential society in gandhinagar. This property faces the east direction. The flat occupies a super built up area of 981 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the top floor of a 7 floors tall building. This is a ready to move project and ...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vihaan-sarthak-era-sargasan-gandhinagar-981-sqft-r1-spid-L87281220,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.21 Cr,"₹4,745 /sqft","2,550 sqft",(237 sqm),Carpet Area,Ready To Move,"Property available for sale in samved amara, sargasan, gandhinagar, gujarat: Property type: Apartment (Brand new ready to move) Project name: Samved amara Location: Sargasan, gandhinagar, gujarat, india Configuration: 3 bedrooms, 3 bathrooms Furnishing status: Unfurnished Parking: 1 dedicated car parking Key features: - Brand new, unused apartment in a premium residential project - Spacious 3 b...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-2550-sqft-spid-C90482442,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"2 BHK Flatin Urjanagar 1, Randesan, Gandhinagar",2 BHK Flat,"Urjanagar 1, Randesan, Gandhinagar",₹65 Lac,"₹4,720 /sqft","1,377 sqft",(128 sqm),Super Built-up Area,Ready To Move,North facing apartment with all essential family amenities including schools and hospitals located within 500 meters.,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kanam-residency-2-urjanagar-1-gandhinagar-1377-sqft-spid-B90457808,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,OrigHeights,₹1 Cr,"₹4,761 /sqft","2,100 sqft",(195 sqm),Carpet Area,Ready To Move,Semi furnished penthouse in developing area with solar structure in peaceful society only 2 tower with 3bhk top flor new construction only 3 year used penthouse.,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-origin-heights-sargasan-gandhinagar-2100-sqft-spid-I90435362,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"4 BHK Flatin Randesan, Gandhinagar",4 BHK Flat,"Randesan, Gandhinagar",₹1.48 Cr,"₹4,327 /sqft","3,420 sqft",(318 sqm),Super Built-up Area,Ready To Move,"Property highlights Super built-Up area: 380 sq. Yards Views: 180 unobstructed open view of indroda park, river & aranya udhyan Location advantage: Just 250 meters from gift city riverfront Located in the popular residential address of randesan, gandhinagar, nia riverside 38 is one of the most preferred destination for apartments in gandhinagar. This 4 bhk flat is your ticket to be a part of th...",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-nia-riverside-38-randesan-gandhinagar-3420-sqft-r1-spid-E85163178,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹91 Lac,"₹4,284 /sqft","2,124 sqft",(197 sqm),Built-up Area,Ready To Move,"The flat is north-East-Facing. The flat is over 236 sq.Yards built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The flat has a total of 13 floors and this property is situated on 5th floor. This is a ready to move project and the property is 0-1 year old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. All...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-2124-sqft-spid-O90115334,https://static.99acres.com/universalapp/img/downArrowNew.png
